config	name	tags	_runtime	_step	_timestamp	eval_Validation loss	eval_acc	eval_f1	eval_mcc	eval_precision	eval_recall	learning_rate	train_loss
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 820, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_August_11th_2024_13_47_22_logstep=124_bs=820_lr=0.0003_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	E2F6	1100.9239864349363	1240	1723399545.0120084	0.3075256596008937	0.9514410768849616	0.948531653	0.8970642334875143	0.9483827899565012	0.9486814932619348	5.29100529100529e-06	0.004354354
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 780, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_12th_2024_21_45_40_logstep=244_bs=780_lr=0.0001_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	C11orf30	2625.1568830013275	1464	1720837766.483286	0.27544653564691546	0.9513333333333334	0.951332555	0.9027165603685612	0.9513770578875128	0.951339503	1.1616847826086958e-05	0.013383938
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 120, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 3e-06, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_09th_2024_21_47_47_logstep=192_bs=120_lr=3e-06_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	FUS	912.7183413505554	1920	1720576981.2631624	0.1703442819416523	0.9503493931592496	0.948149981	0.8989297785254631	0.956425455	0.9426104729172518	2.583237657864523e-08	0.15285518907088166
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 820, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_August_12th_2024_06_24_14_logstep=154_bs=820_lr=0.0003_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	USF1	1360.5193033218384	1540	1723459616.5554404	0.3302212184981296	0.9494666666666668	0.9494644206409172	0.8989467013658877	0.9494917305143452	0.9494549716030988	4.273504273504273e-06	0.002823615
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 860, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_September_20th_2024_22_51_16_logstep=147_bs=860_lr=0.0003_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	ZNF770	1335.9005904197693	1470	1726888413.5532863	0.2961139612727695	0.9490666666666666	0.9490437648963616	0.898694157	0.949687871	0.9490065445171614	3.365744203440538e-06	0.005481911
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 60, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 1e-06, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_04th_2024_14_35_27_logstep=885_bs=60_lr=1e-06_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	AGO1	5542.933070421219	8850	1720123672.7125473	0.17102839130730857	0.9481434058898848	0.9443562839143628	0.8890002435144015	0.9473776656235214	0.9416410863219862	1.8799348289259303e-09	0.17062450030681778
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 80, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_August_10th_2024_04_58_20_logstep=1431_bs=80_lr=0.0001_wp=0.1_dp=0.1_wd=0.001_len=300_epoch=15.0	MAFG	9999.609504	14310	1723290301.9496193	0.3878310639025456	0.9473918527862284	0.9473885981298148	0.8951904576298592	0.9474912466011616	0.947699235	1.163422011944466e-07	0.004343943
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 60, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_May_23th_2024_16_00_45_logstep=2124_bs=60_lr=0.0001_wp=0.1_dp=0.1_wd=0.001_len=300_epoch=15.0	ZFHX2	13256.623403310776	21240	1716507703.7670984	0.40376337080603114	0.9473333333333334	0.9473300738842168	0.8950387294223592	0.9476189142211496	0.9474198373408124	7.841087297438579e-08	0.005909065
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 120, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_14th_2024_17_47_18_logstep=115_bs=120_lr=0.0003_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	THAP1	554.6042407	1150	1720994194.5047026	0.3590766659804753	0.9469512195121952	0.9469038206697756	0.8938139894742034	0.946955893	0.9468581022249808	5.698005698005698e-06	0.006731758
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 120, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_11th_2024_21_41_50_logstep=409_bs=120_lr=0.0001_wp=0.1_dp=0.1_wd=0.005_len=300_epoch=15.0	HES2	1904.804518699646	4090	1720750417.1552627	0.36327452883838585	0.9455488331892826	0.9054267658224469	0.812921076	0.8885602571855343	0.9251854525014932	5.406866720735335e-07	0.002381439
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 820, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_August_10th_2024_21_55_56_logstep=34_bs=820_lr=3e-05_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	SRSF1	345.6447870731354	340	1723341703.400008	0.17184371948242189	0.944879605	0.9438399471507432	0.8877036170862546	0.943423605	0.9442804259544354	1.851851851851852e-06	0.11240856919218511
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 80, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_June_04th_2024_01_10_50_logstep=1593_bs=80_lr=0.0001_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	NFE2	14233.02096	15930	1717492084.9098258	0.4346559537535018	0.9422	0.9421999565857452	0.8844090337244945	0.9422062031481148	0.9422028305828098	1.0452233293847121e-07	0.004649777
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 820, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_August_11th_2024_23_55_54_logstep=121_bs=820_lr=3e-05_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	MITF	1069.920960187912	1210	1723436025.8792002	0.17456393788258234	0.941355932	0.9409196626939332	0.881999259	0.9403012721562168	0.9416990945340664	5.420054200542005e-07	0.1158098149890742
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 60, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_13th_2024_22_31_16_logstep=2124_bs=60_lr=0.0001_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	MAFF	13190.955410957336	21240	1720937469.529695	0.4737892195507884	0.9391333333333334	0.9391333308986666	0.8784188137330242	0.9392109881513704	0.9392078255873468	7.841087297438579e-08	0.00695184
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 100, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 1e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_08th_2024_05_15_53_logstep=151_bs=100_lr=1e-05_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	PCBP2	624.1032428741455	1510	1720430779.076531	0.20570010733273297	0.9388888888888888	0.9382003183619964	0.8769334344699512	0.9400300789572628	0.9369089099054256	1.4524328249818448e-07	0.12063657931539395
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 820, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_August_14th_2024_09_44_18_logstep=154_bs=820_lr=0.0003_wp=0.1_dp=0.1_wd=0.005_len=300_epoch=15.0	ZIC2	1348.5185196399689	1540	1723644408.3969316	0.37289179469409744	0.9377333333333332	0.9377009477940346	0.8757560274506916	0.9381525108961428	0.9376036885236574	4.273504273504273e-06	0.005240984
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 820, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_August_15th_2024_02_47_20_logstep=114_bs=820_lr=3e-05_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	GLIS2	1025.9295802116394	1140	1723705468.2197585	0.18981595656701497	0.9373589674158318	0.9367636029346696	0.8736217883577224	0.9374138078945742	0.9362088114953244	4.326923076923077e-07	0.10543910430319477
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 60, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_May_29th_2024_07_24_15_logstep=1573_bs=60_lr=0.0001_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	ZNF121	9830.167192697523	15730	1716991687.3937576	0.4584774057834937	0.9363979848866498	0.9363665666224958	0.8727331484152581	0.93636832	0.9363648288076574	1.4109347442680778e-07	0.011562653703096865
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 100, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_09th_2024_16_28_30_logstep=756_bs=100_lr=0.0001_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	SP2	2967.0815572738647	7560	1720559878.8977723	0.5240776013091414	0.9360341151385928	0.9357259716744648	0.8716198063045943	0.9363819738116635	0.9352385824433388	2.2000586682311529e-07	0.002571129
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 80, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_June_14th_2024_13_45_27_logstep=1593_bs=80_lr=0.0001_wp=0.1_dp=0.1_wd=0.005_len=300_epoch=15.0	SCRT2	14898.135667800903	15930	1718402027.258248	0.4197147833369177	0.9358666666666666	0.9358645584634416	0.8717411301082193	0.9358579031849286	0.9358832272911236	1.0452233293847121e-07	0.008574463
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 680, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_20th_2024_12_42_54_logstep=136_bs=680_lr=0.0003_wp=0.1_dp=0.1_wd=0.005_len=300_epoch=15.0	BATF	731.6180717945099	1360	1721494507.380061	0.3723142076941097	0.935776488	0.935722327	0.8725865038383915	0.9369195651439098	0.9356678364987614	4.8309178743961345e-06	0.006184005
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 120, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 3e-06, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_06th_2024_13_22_57_logstep=612_bs=120_lr=3e-06_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	HNRNPL	2851.8493683338165	6120	1720289430.8690033	0.1873558647930622	0.9357002428587948	0.9338896628470876	0.8678505939428766	0.9348142489347032	0.9330381624177798	8.149221296631656e-09	0.1673145550211855
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 100, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_10th_2024_14_58_23_logstep=895_bs=100_lr=0.0001_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	NFE2L2	3502.904477596283	8950	1720641408.1266687	0.45728053932763496	0.935306393	0.9306851767297364	0.8613796132738765	0.9311874028924766	0.9301927846143944	2.4773937817416076e-07	0.005512156
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 120, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_10th_2024_11_35_54_logstep=157_bs=120_lr=0.0003_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	ZNF585B	753.0849211215973	1570	1720626508.913535	0.3865813495297181	0.9343456900401964	0.9343368356161514	0.8687038728591472	0.9343113832659862	0.9343924933797508	4.192872117400419e-06	0.013055707
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 150, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_01th_2024_05_51_32_logstep=310_bs=150_lr=0.0001_wp=0.1_dp=0.1_wd=0.005_len=300_epoch=15.0	NFYB	1771.774949	3100	1719829265.3360703	0.5243441796786076	0.9331268221574344	0.9304481992415624	0.8609780400567544	0.9316112680737908	0.9293696899806354	7.122507122507123e-07	0.002628064
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 810, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_August_09th_2024_15_00_09_logstep=78_bs=810_lr=3e-05_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	ZSCAN4	1485.1082437038422	780	1723231495.7020886	0.19497154653072357	0.932452082	0.9320931425442092	0.8648041507721967	0.9335486549948786	0.9312585280662762	6.284916201117318e-07	0.14305618262061706
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 680, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_27th_2024_13_31_29_logstep=187_bs=680_lr=0.0003_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	ZNF316	1572.9784021377563	1870	1722103063.5629902	0.3925836559223092	0.9322	0.9321302114571242	0.8650950615144486	0.9331350494757616	0.9319608089685244	8.886255924170615e-07	0.007798815
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 150, 'Weight Decay': 0.01, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_June_30th_2024_11_37_03_logstep=130_bs=150_lr=0.0003_wp=0.1_dp=0.1_wd=0.01_len=300_epoch=15.0	ZNF140	764.4164502620697	1300	1719762588.8478613	0.39880689792335033	0.9318576388888888	0.9316499653174516	0.864080197	0.933016176	0.9310662208488244	1.276595744680851e-06	0.008153044
"{'epochs': 15, 'Dropout': 0.1, 'batch_size': 780, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models_300bp_balanced', 'learning_rate': 1e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 300}"	TFBS_NonTFBS_July_14th_2024_23_52_56_logstep=36_bs=780_lr=1e-05_wp=0.1_dp=0.1_wd=0.0005_len=300_epoch=15.0	ZNF777	446.0343757	252	1721016023.2799995	0.19894603888193765	0.9311885612153707	0.9307603480183894	0.8628757567823733	0.933273679	0.9296098565259204	1.3043478260869568e-07	0.1896362387471729
